page_selection13,page_selection2,page_selection5,page_selection6,page_selection7,page_selection9,page_selection10,page_selection11
Yorkshire Terrier,Female,09-10-2017 (9 Weeks),Yes,Yes,$1550 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Yorkshire Terrier,Male,09-04-2017 (10 Weeks),No,No,$650 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Yorkshire Terrier,Male,08-15-2017 (13 Weeks),No,No,$800 USD Buyer tips,Select Areas,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Travel crate"
Yorkshire Terrier,Female,07-13-2017 (4 Months),Yes,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,10-01-2017 (6 Weeks),Yes,No,$895 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Female,09-18-2017 (8 Weeks),Yes,No,$3500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,08-21-2017 (12 Weeks),Yes,No,$1750 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Female,09-06-2017 (10 Weeks),No,No,$2000 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,09-12-2017 (9 Weeks),No,No,$895 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,09-16-2017 (8 Weeks),No,No,$2000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Female,06-03-2010 (7 Years),No,No,$200 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination, Travel crate"
Yorkshire Terrier,Male,09-04-2017 (10 Weeks),No,No,$650 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Yorkshire Terrier,Male,08-09-2014 (3 Years),No,No,$1500 USD Buyer tips,Select Areas,"Current vaccinations, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Female,10-18-2017 (4 Weeks),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Male,08-13-2017 (13 Weeks),No,No,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Male,03-13-2017 (8 Months),Yes,No,$3000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,10-01-2017 (6 Weeks),Yes,No,$850 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate"
Yorkshire Terrier,Female,04-22-2017 (6 Months),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Pedigree, Travel crate"
Yorkshire Terrier,Male,04-12-2017 (7 Months),No,No,$395 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Male,09-12-2017 (9 Weeks),No,No,$1300 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,10-07-2017 (5 Weeks),Yes,Yes,$1000 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Yorkshire Terrier,Female,08-12-2017 (13 Weeks),Yes,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Pedigree"
Yorkshire Terrier,Female,08-10-2017 (14 Weeks),No,No,$895 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,09-14-2015 (2 Years),No,No,$1800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Yorkshire Terrier,Male,10-10-2017 (5 Weeks),No,No,$1200 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,06-01-2017 (5 Months),No,No,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Female,07-31-2017 (15 Weeks),No,No,$850 USD Buyer tips,Not available,"Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,09-09-2017 (9 Weeks),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Female,06-30-2017 (4 Months),No,No,$899 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,08-03-2017 (15 Weeks),Yes,No,$1200 USD Buyer tips,Worldwide,Registered/registerable
Yorkshire Terrier,Male,09-28-2017 (7 Weeks),No,No,$450 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,09-24-2017 (7 Weeks),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,06-03-2017 (5 Months),No,No,$699 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,09-15-2017 (8 Weeks),No,No,$950 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,05-01-2017 (6 Months),Yes,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
Yorkshire Terrier,Female,09-13-2017 (9 Weeks),No,No,$1400 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Female,07-21-2017 (16 Weeks),No,No,$850 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,08-07-2017 (14 Weeks),No,No,$2000 USD Buyer tips,Worldwide,"Current vaccinations, Health certificate, Health guarantee"
Yorkshire Terrier,Male,09-25-2017 (7 Weeks),No,No,$500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Male,09-02-2017 (10 Weeks),Yes,Yes,å£850 GBP Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Female,09-02-2017 (10 Weeks),No,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Yorkshire Terrier,Male,08-25-2017 (11 Weeks),Yes,No,$4000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Yorkshire Terrier,Female,06-27-2017 (4 Months),No,No,$600 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Male,09-03-2017 (10 Weeks),No,No,$900 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,09-01-2017 (10 Weeks),No,No,$950 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Male,08-28-2017 (11 Weeks),No,No,$2000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,09-15-2017 (8 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Female,10-01-2017 (6 Weeks),Yes,No,$1250 USD Buyer tips,Select Areas,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,09-17-2017 (8 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Female,07-23-2017 (16 Weeks),No,No,$2100 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Female,09-14-2017 (9 Weeks),No,No,$8500 USD Buyer tips,Worldwide,"Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,11-02-2017 (14 Days),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Female,04-05-2016 (19 Months),Yes,No,$2000 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Yorkshire Terrier,Female,09-01-2017 (10 Weeks),No,No,$1000 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Female,08-01-2015 (2 Years),No,No,$2000 USD Buyer tips,Worldwide,Current vaccinations
Yorkshire Terrier,Male,09-10-2017 (9 Weeks),Yes,Yes,$1550 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Yorkshire Terrier,Female,09-22-2016 (13 Months),No,No,$3500 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
Yorkshire Terrier,Male,09-15-2017 (8 Weeks),No,No,$750 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,09-30-2016 (13 Months),Yes,Yes,$2200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,08-04-2017 (14 Weeks),No,No,$700 USD Buyer tips,United States,"Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,08-07-2017 (14 Weeks),No,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Yorkshire Terrier,Male,09-03-2017 (10 Weeks),No,No,$950 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,09-19-2017 (8 Weeks),No,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,09-17-2017 (8 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,03-27-2017 (7 Months),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,09-25-2017 (7 Weeks),No,No,$300 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Female,11-15-2017 (1 Day),Yes,No,$900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Male,08-20-2017 (12 Weeks),No,No,$900 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Yorkshire Terrier,Male,10-09-2017 (5 Weeks),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,09-15-2017 (8 Weeks),No,No,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Female,07-25-2017 (16 Weeks),Yes,No,$700 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,11-05-2017 (11 Days),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,06-23-2017 (4 Months),No,No,$1200 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Female,08-17-2017 (13 Weeks),No,No,$550 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,08-31-2017 (11 Weeks),No,No,$500 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,09-09-2017 (9 Weeks),No,No,$550 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,05-26-2017 (5 Months),No,No,$950 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,05-16-2017 (6 Months),No,No,$1995 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,08-29-2017 (11 Weeks),No,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,09-22-2017 (7 Weeks),Yes,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,09-15-2017 (8 Weeks),No,No,$899 USD Buyer tips,Not available,
Yorkshire Terrier,Female,11-02-2017 (14 Days),No,No,$1500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,07-23-2017 (16 Weeks),No,No,$750 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,07-01-2017 (4 Months),No,No,$2495 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,04-06-2017 (7 Months),No,No,$3500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Male,09-22-2017 (7 Weeks),No,No,$750 USD Buyer tips,Worldwide,"Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,09-21-2017 (8 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,10-17-2017 (4 Weeks),No,No,$500 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,08-06-2017 (14 Weeks),No,No,$1650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Yorkshire Terrier,Male,05-16-2017 (6 Months),No,No,$1995 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Male,08-26-2017 (11 Weeks),No,No,$1000 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,05-28-2017 (5 Months),Yes,Yes,$2000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Female,01-01-2014 (3 Years),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Male,08-28-2017 (11 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,10-09-2017 (5 Weeks),Yes,No,$900 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,10-06-2017 (5 Weeks),Yes,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,11-15-2017 (1 Day),Yes,No,$900 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,10-07-2017 (5 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Male,09-16-2017 (8 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Yorkshire Terrier,Female,08-05-2017 (14 Weeks),No,No,$2500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Yorkshire Terrier,Male,09-17-2017 (8 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,11-02-2017 (14 Days),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,10-17-2017 (4 Weeks),No,No,$500 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Yorkshire Terrier,Female,07-13-2017 (4 Months),No,No,$750 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Yorkshire Terrier,Female,09-28-2017 (7 Weeks),No,No,$1500 USD Buyer tips,Select Areas,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,10-03-2017 (6 Weeks),No,No,$1095 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Female,09-01-2017 (10 Weeks),No,No,$1800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Yorkshire Terrier,Male,10-10-2017 (5 Weeks),No,No,$1200 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,06-27-2017 (4 Months),No,No,$900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Female,09-24-2017 (7 Weeks),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Male,09-02-2017 (10 Weeks),Yes,Yes,å£850 GBP Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination"
Yorkshire Terrier,Male,05-08-2017 (6 Months),No,No,$2100 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Yorkshire Terrier,Male,09-22-2017 (7 Weeks),No,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee"
Yorkshire Terrier,Female,05-27-2017 (5 Months),No,No,$2395 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
